Test_Subject,Accuracy,Macro_F1,Test_Samples
S2,0.5492957746478874,0.4070512820512821,71
S3,0.6666666666666666,0.5167575650950035,72
S4,0.684931506849315,0.5743300224887556,73
S5,0.6351351351351351,0.5509868421052632,74
S6,0.6301369863013698,0.6055902055902056,73
S7,0.6712328767123288,0.6220635981665393,73
